LEAID,LEA_NAME,STATE_ABBR,LOCALE,TOTAL,FREE_REDUCED_LUNCH_ELIGIBLE,ENGLISH_LEARNERS,LEA_TYPE
0400619,American Charter Schools Foundation d.b.a. Alta Vi (80995),AZ,11,495,,,7
0400621,Pinnacle Education-Tempe Inc. (81001),AZ,12,249,,,7
0400625,Pinnacle Education-Kino Inc. (81009),AZ,33,52,,,7
0400626,Pinnacle Education-Casa Grande Inc. (81011),AZ,13,26,,,7
0400630,Alpine Elementary District (4161),AZ,43,56,,,1
0400632,Cochise Community Development Corporation (81027),AZ,13,352,,,7
0400633,Canyon Rose Academy Inc. (81029),AZ,11,302,,,7
0400636,Blueprint Education (81041),AZ,11,546,,,7
0400637,Edkey Inc. - Redwood Academy (81043),AZ,11,109,,,7
0400638,Edkey Inc. - Pathfinder Academy (81045),AZ,11,962,,,7
0400640,Edkey Inc. - Sequoia School for the Deaf and Hard (81050),AZ,11,32,,,7
0400641,Edkey Inc. - Sequoia Ranch School (81052),AZ,11,114,,,7
0400649,Heritage Elementary School (81076),AZ,21,884,,,7
0400653,Edkey Inc. dba Arizona Conservatory for Arts and  (79981),AZ,11,235,,,7
0400655,Veritas Preparatory Academy (80992),AZ,11,781,,,7
0400680,Amphitheater Unified District (4406),AZ,21,11277,,,1
0400720,Antelope Union High School District (4506),AZ,42,199,,,1
0400745,Legacy Traditional School - Maricopa (88360),AZ,41,1363,,,7
0400746,Eduprize Schools LLC (89412),AZ,21,3052,,,7
0400747,Scottsdale Preparatory Academy (89756),AZ,12,898,,,7
0400748,Sage Academy Inc. (89414),AZ,11,77,,,7
0400750,Apache Elementary District (4178),AZ,43,6,,,1
0400751,Concordia Charter School Inc. (89556),AZ,11,106,,,7
0400752,Pima County JTED (89380),AZ,11,137,,,9
0400754,Imagine Desert West Middle Inc. (89563),AZ,11,437,,,7
0400755,Freedom Academy Inc. (89506),AZ,11,262,,,7
0400756,Imagine Camelback Middle Inc. (89561),AZ,11,169,,,7
0400757,Arete Preparatory Academy (89486),AZ,11,540,,,7
0400758,Candeo Schools Inc. (89758),AZ,21,597,,,7
0400760,Glendale Preparatory Academy (89829),AZ,21,657,,,7
0400762,Graham County School Superintendent (79543),AZ,33,0,,,8
0400763,EAGLE South Mountain Charter Inc. (89850),AZ,11,437,,,7
0400764,ASU Preparatory Academy (89949),AZ,11,578,,,7
0400765,Gila County Sheriff's Office (79544),AZ,33,0,,,8
0400766,Imagine Coolidge Elementary Inc. (89786),AZ,32,645,,,7
0400768,Pima Prevention Partnership dba Pima Partnership A (89864),AZ,11,34,,,7
0400769,Imagine Prep Coolidge Inc. (90034),AZ,32,472,,,7
0400770,Imagine Prep Surprise Inc. (89790),AZ,21,251,,,7
0400771,Blue Adobe Project (89871),AZ,11,60,,,7
0400772,Mountain Institute CTED #2 (90090),AZ,41,73,,,9
0400773,Yuma County Sheriff's Office (79472),AZ,12,9,,,8
0400774,Daisy Education Corporation dba Sonoran Science Ac (89915),AZ,11,467,,,7
0400775,San Tan Montessori School Inc. (89798),AZ,11,914,,,7
0400776,Daisy Education Corporation dba Sonoran Science Ac (89914),AZ,11,439,,,7
0400777,Santa Cruz County Sheriff's Office (79473),AZ,33,10,,,8
0400778,Daisy Education Corporation dba Paragon Science Ac (89917),AZ,11,601,,,7
0400779,Greenlee County Sheriff's Office (79542),AZ,43,0,,,8
0400780,Imagine Avondale Elementary Inc. (89784),AZ,21,343,,,7
0400781,Math and Science Success Academy Inc. (89852),AZ,11,745,,,7
0400782,Haven Montessori Children's House Inc. (89951),AZ,13,69,,,7
0400783,Imagine Prep Superstition Inc. (89788),AZ,21,294,,,7
0400785,AZ Compass Schools Inc. (89869),AZ,11,267,,,7
0400786,West Valley Arts and Technology Academy Inc. (90036),AZ,11,205,,,7
0400787,Kaizen Education Foundation dba Vista Grove Prepar (90330),AZ,11,76,,,7
0400788,ASU Preparatory Academy (90273),AZ,11,99,,,7
0400789,Kaizen Education Foundation dba Liberty Arts Acade (90334),AZ,11,296,,,7
0400790,Apache Junction Unified District (4443),AZ,21,2440,,,1
0400792,Vector School District Inc. (90317),AZ,11,229,,,7
0400793,Sun Valley Academy - South Mountain Inc. (90192),AZ,11,595,,,7
0400794,Western Arizona Vocational District #50 (90123),AZ,41,15,,,9
0400797,Academy Del Sol Inc. (90199),AZ,21,729,,,7
0400798,Pioneer Preparatory School (90140),AZ,11,368,,,7
0400799,Kaizen Education Foundation dba Gilbert Arts Acade (90333),AZ,11,120,,,7
0400800,The Odyssey Preparatory Academy Inc. (90287),AZ,41,3091,,,7
0400801,Skyline Gila River Schools LLC (90329),AZ,41,240,,,7
0400802,Imagine Avondale Middle Inc. (90162),AZ,21,164,,,7
0400803,CAFA Inc. dba Learning Foundation and Performing  (90327),AZ,11,544,,,7
0400805,Choice Academies Inc. (90138),AZ,11,581,,,7
0400810,Imagine Superstition Middle Inc. (90160),AZ,21,158,,,7
0400814,CPLC Community Schools dba Hiaki High School (90331),AZ,11,89,,,7
0400815,Research Based Education Corporation (90275),AZ,42,81,,,7
0400816,Educational Options Foundation (90201),AZ,21,553,,,7
0400817,Ed Ahead (90506),AZ,11,25,,,7
0400818,BASIS Charter Schools Inc. (90508),AZ,21,540,,,7
0400819,Anthem Preparatory Academy (90532),AZ,41,1031,,,7
0400820,Compass Points International Inc (90533),AZ,13,143,,,7
0400821,Pima Prevention Partnership (90536),AZ,11,139,,,7
0400823,Kaizen Education Foundation dba Mission Heights Pr (90548),AZ,13,817,,,7
0400824,Leading Edge Academy Maricopa (90637),AZ,23,872,,,7
0400827,Arizona Education Solutions (90758),AZ,11,1688,,,7
0400828,Arizona Agribusiness & Equine Center Inc. (90779),AZ,21,335,,,7
0400829,BASIS Charter Schools Inc. (90841),AZ,21,1021,,,7
0400830,BASIS Charter Schools Inc. (90842),AZ,11,1185,,,7
0400831,BASIS Charter Schools Inc. (90862),AZ,13,666,,,7
0400832,Archway Classical Academy Trivium West (90915),AZ,21,895,,,7
0400833,Archway Classical Academy Veritas (90916),AZ,11,716,,,7
0400834,Archway Classical Academy Chandler (90917),AZ,11,536,,,7
0400835,Yuma County Education Service Agency (79196),AZ,12,,,,4
0400837,Apache County Sheriff's Office (79547),AZ,43,0,,,8
0400838,Arizona Agribusiness & Equine Center Inc. (91131),AZ,13,327,,,7
0400839,Pima Rose Academy Inc. (90997),AZ,11,442,,,7
0400840,Arlington Elementary District (4274),AZ,42,297,,,1
0400841,Archway Classical Academy Scottsdale (90857),AZ,12,1079,,,7
0400842,Legacy Traditional School - Northwest Tucson (91137),AZ,21,1284,,,7
0400843,BASIS Charter Schools Inc. (91280),AZ,11,781,,,7
0400844,La Tierra Community School Inc (90900),AZ,13,135,,,7
0400845,Leading Edge Academy Queen Creek  (91174),AZ,41,294,,,7
0400846,South Valley Academy Inc. (90540),AZ,11,259,,,7
0400847,Legacy Traditional School - Avondale (91135),AZ,21,1346,,,7
0400850,Reid Traditional Schools' Painted Rock Academy Inc (91317),AZ,11,416,,,7
0400851,Trivium Preparatory Academy (90859),AZ,21,882,,,7
0400852,Kaizen Education Foundation dba Havasu Preparatory (90535),AZ,13,145,,,7
0400853,South Phoenix Academy Inc. (91108),AZ,11,295,,,7
0400855,Legacy Traditional School - Chandler (91133),AZ,11,1135,,,7
0400857,ASU Preparatory Academy (91307),AZ,11,497,,,7
0400858,ASU Preparatory Academy (91303),AZ,11,360,,,7
0400859,ASU Preparatory Academy (91305),AZ,11,489,,,7
0400861,North Phoenix Preparatory Academy (90879),AZ,11,662,,,7
0400863,The Paideia Academies Inc (91250),AZ,11,845,,,7
0400864,Happy Valley East (90906),AZ,21,396,,,7
0400866,Archway Classical Academy Glendale (91878),AZ,21,563,,,7
0400867,Ball Charter Schools (Val Vista) (90885),AZ,11,403,,,7
0400870,Ash Creek Elementary District (4187),AZ,43,29,,,1
0400871,Legacy Traditional School - Laveen Village (91763),AZ,11,988,,,7
0400873,Archway Classical Academy North Phoenix (91758),AZ,11,713,,,7
0400875,Maryvale Preparatory Academy (90861),AZ,11,1192,,,7
0400876,George Gervin Youth Center Inc. (90884),AZ,11,157,,,7
0400877,Empower College Prep (91277),AZ,11,1070,,,7
0400878,BASIS Charter Schools Inc. (91309),AZ,11,753,,,7
0400879,Scottsdale Country Day School (91110),AZ,11,133,,,7
0400880,Southwest Leadership Academy (92043),AZ,11,223,,,7
0400881,BASIS Charter Schools Inc. (92349),AZ,11,239,,,7
0400882,Kaizen Education Foundation dba Advance U (91329),AZ,11,72,,,7
0400884,ASU Preparatory Academy (92327),AZ,11,328,,,7
0400885,Incito Schools (91326),AZ,21,179,,,7
0400886,Archway Classical Academy Cicero (92314),AZ,21,451,,,7
0400887,Vista College Preparatory Inc. (91948),AZ,11,1632,,,7
0400888,Archway Classical Academy Arete (92312),AZ,11,522,,,7
0400890,ASU Preparatory Academy (92325),AZ,11,450,,,7
0400891,Academy of Mathematics and Science South Inc. (90878),AZ,11,6167,,,7
0400892,Legacy Traditional School - Casa Grande (92199),AZ,13,1486,,,7
0400893,Hirsch Academy A Challenge Foundation (91275),AZ,12,160,,,7
0400894,Kaizen Education Foundation dba Discover U Element (91328),AZ,21,168,,,7
0400895,Espiritu Community Development Corp. (92250),AZ,11,331,,,7
0400897,BASIS Charter Schools Inc. (91339),AZ,11,661,,,7
0400898,BASIS Charter Schools Inc. (91949),AZ,11,894,,,7
0400899,Legacy Traditional School - Gilbert (92047),AZ,11,960,,,7
0400900,Cicero Preparatory Academy (92316),AZ,21,507,,,7
0400902,The Farm at Mission Montessori Academy (91340),AZ,12,43,,,7
0400903,BASIS Charter Schools Inc. (92320),AZ,41,610,,,7
0400904,Edkey Inc. - Sequoia Pathway Academy (92226),AZ,23,674,,,7
0400905,BASIS Charter Schools Inc. (92318),AZ,21,599,,,7
0400907,StrengthBuilding Partners (91992),AZ,21,40,,,7
0400909,Madison Highland Prep (91935),AZ,11,510,,,7
0400910,Ash Fork Joint Unified District (4471),AZ,43,293,,,1
0400911,Heritage Academy Gateway Inc. (92519),AZ,21,1556,,,7
0400912,EAGLE College Prep Mesa LLC. (91939),AZ,11,146,,,7
0400913,Arizona Autism Charter Schools Inc. (91958),AZ,11,967,,,7
0400914,Franklin Phonetic Primary School Inc. (92596),AZ,11,78,,,7
0400915,CASA Academy (91934),AZ,11,386,,,7
0400916,EAGLE College Prep Maryvale LLC (91938),AZ,11,293,,,7
0400918,Arizona Language Preparatory (92566),AZ,11,73,,,7
0400919,Lincoln Preparatory Academy (92657),AZ,11,619,,,7
0400920,Southwest Technical Education District of Yuma (ST (92705),AZ,12,8,,,9
0400921,Horizon Community Learning Center Inc. (92620),AZ,11,797,,,7
0400922,Desert Star Academy (92302),AZ,23,686,,,7
0400924,Western School of Science and Technology Inc. (91937),AZ,11,516,,,7
0400925,Archway Classical Academy Lincoln (92656),AZ,11,712,,,7
0400926,Heritage Academy Laveen Inc. (92520),AZ,11,685,,,7
0400927,Legacy Traditional School - Queen Creek (92610),AZ,21,922,,,7
0400929,Noah Webster Schools-Pima (92374),AZ,21,251,,,7
0400930,Roosevelt Preparatory Academy (92704),AZ,21,934,,,7
0400933,Legacy Traditional School - Surprise (92879),AZ,21,2108,,,7
0400934,Self Development Academy-Phoenix (92381),AZ,11,246,,,7
0400936,BASIS Charter Schools Inc. (92865),AZ,11,488,,,7
0400937,BASIS Charter Schools Inc. (92863),AZ,12,489,,,7
0400940,Academy of Mathematics and Science Inc. (92768),AZ,11,1063,,,7
0400941,BASIS Charter Schools Inc. (92734),AZ,21,318,,,7
0400942,Ethos Academy - A Challenge Foundation Academy (92379),AZ,21,325,,,7
0400943,BASIS Charter Schools Inc. (92736),AZ,21,657,,,7
0400944,Leman Academy of Excellence Inc. (92730),AZ,11,4594,,,7
0400945,Pensar Academy (92972),AZ,11,203,,,7
0400946,ASU Preparatory Academy (346763),AZ,11,247,,,7
0400947,ASU Preparatory Academy - Casa Grande (92987),AZ,41,284,,,7
0400948,Legacy Traditional School - Glendale (850100),AZ,21,1280,,,7
0400950,Pathways In Education-Arizona Inc. (92983),AZ,11,179,,,7
0400951,Legacy Traditional School - Peoria (850099),AZ,21,609,,,7
0400952,Kaizen Education Foundation dba Colegio Petite Pho (92989),AZ,33,258,,,7
0400953,The Grande Innovation Academy (92978),AZ,13,834,,,7
0400954,Legacy Traditional School - North Chandler (850101),AZ,11,952,,,7
0400955,Estrella Educational Foundation (92988),AZ,11,425,,,7
0400956,ASU Preparatory Academy (92716),AZ,11,65,,,7
0400958,BASIS Charter Schools Inc. (92997),AZ,11,619,,,7
0400959,Legacy Traditional School - Phoenix (873957),AZ,11,1323,,,7
0400960,Avondale Elementary District (4272),AZ,21,6000,,,1
0400961,BASIS Charter Schools Inc. (549803),AZ,11,523,,,7
0400962,Legacy Traditional School - East Mesa (834265),AZ,11,1066,,,7
0400963,BASIS Charter Schools Inc. (273398),AZ,21,696,,,7
0400964,Synergy Public School Inc. (92981),AZ,11,575,,,7
0400965,ASU Preparatory Academy Digital (522074),AZ,12,3850,,,7
0400966,Highland Prep (92982),AZ,21,505,,,7
0400967,BASIS Charter Schools Inc. (934316),AZ,11,792,,,7
0400968,Victory Collegiate Academy Corporation (92985),AZ,11,291,,,7
0400969,Arizona Agribusiness & Equine Center INC. (134379),AZ,11,148,,,7
0400970,AIBT Non-Profit Charter High School Inc. (449790),AZ,21,11,,,7
0400972,Yavapai County Education Service Agency (79194),AZ,41,,,,4
0400973,Cochise County School Superintendent (79188),AZ,13,,,,4
0400975,Phoenix International Academy (903484),AZ,11,252,,,7
0400976,Think Through Academy (92976),AZ,11,61,,,7
0400977,Arizona Language Schools (395879),AZ,11,0,,,7
0400978,Edison Project (743644),AZ,21,237,,,7
0400980,BASIS Charter Schools Inc. (783027),AZ,12,464,,,7
0400981,Science Technology Engineering and Math Arizona (1000050),AZ,11,265,,,7
0400982,Navajo County Sheriff's Office (79520),AZ,43,5,,,8
0400983,Yavapai County Sheriff's Office (79492),AZ,13,0,,,8
0400984,Cochise County Sheriff's Office (79546),AZ,32,0,,,8
0400985,Pinal County Detention Education Center (79516),AZ,31,0,,,8
0400986,Maricopa County Detention Education Center (1000313),AZ,11,0,,,8
0400987,Somerset Academy Arizona Inc. (1000160),AZ,21,143,,,7
0400988,Valor Preparatory Academy LLC (1000291),AZ,21,230,,,7
0400990,New Learning Ventures Inc. (320470),AZ,11,119,,,7
0400991,Legacy Traditional School - Goodyear (1000283),AZ,21,585,,,7
0400992,Kaleidoscope School (1000164),AZ,11,296,,,7
0400996,Legacy Traditional School - West Surprise (1000560),AZ,41,1231,,,7
0400997,Legacy Traditional School - North Phoenix (1000568),AZ,11,567,,,7
0400998,A+ Charter Schools (1000166),AZ,23,370,,,7
0400999,Freedom Preparatory Academy (1000979),AZ,11,448,,,7
0401000,Bagdad Unified District (4468),AZ,43,517,,,1
0401002,Scholars Academy Sunnyslope (1000377),AZ,11,337,,,7
0401003,Sun Valley Academy - Avondale Inc. (1001157),AZ,21,479,,,7
0401004,Candeo Schools Inc. (1001161),AZ,12,70,,,7
0401005,American Charter Schools Foundation dba Ridgeview  (1001346),AZ,21,229,,,7
0401006,Legacy Traditional School - Mesa (1001397),AZ,11,456,,,7
0401007,Legacy Traditional School - Deer Valley (1001398),AZ,11,563,,,7
0401008,Legacy Traditional School - East Tucson (1001399),AZ,11,439,,,7
0401009,Glen Canyon Outdoor Academy (1001519),AZ,33,181,,,7
0401010,Liberty Leadership Academy (1001520),AZ,32,81,,,7
0401011,Madison Highland Prep Phoenix (1001521),AZ,21,423,,,7
0401012,Colearn Academy Arizona (1001669),AZ,32,169,,,7
0401013,Online School of Arizona (1001719),AZ,11,45,,,7
0401015,Cochise County Accommodation School District (1001687),AZ,32,311,,,1
0401016,SLAM Arizona Inc. (1001859),AZ,12,59,,,7
0401050,Balsz Elementary District (4268),AZ,11,1936,,,1
0401080,Beaver Creek Elementary District (4481),AZ,42,331,,,1
0401160,Bicentennial Union High School District (4515),AZ,43,120,,,1
0401180,Bisbee Unified District (4169),AZ,32,622,,,1
0401230,Blue Elementary District (4231),AZ,43,13,,,1
0401260,Bonita Elementary District (4224),AZ,43,94,,,1
0401290,Bouse Elementary District (4513),AZ,43,52,,,1
0401330,Bowie Unified District (4171),AZ,43,73,,,1
0401380,Buckeye Elementary District (4269),AZ,31,6221,,,1
0401410,Buckeye Union High School District (4284),AZ,41,5650,,,1
0401460,Sierra Vista Unified District (4175),AZ,13,4043,,,1
0401500,Bullhead City School District (4378),AZ,23,2191,,,1
0401600,Camp Verde Unified District (4470),AZ,32,1615,,,1
0401650,Canon Elementary District (4484),AZ,42,117,,,1
0401680,Cartwright Elementary District (4282),AZ,11,13436,,,1
0401710,Casa Grande Elementary District (4446),AZ,13,6630,,,1
0401740,Casa Grande Union High School District (4453),AZ,13,3938,,,1
0401760,Catalina Foothills Unified District (4410),AZ,21,5088,,,1
0401810,Cedar Unified District (4395),AZ,43,142,,,1
0401870,Chandler Unified District #80 (4242),AZ,11,41421,,,1
0401920,Chevelon Butte School District (4198),AZ,43,,,,1
0401940,Chinle Unified District (4158),AZ,43,2910,,,1
0402130,Cochise Elementary District (4177),AZ,43,76,,,1
0402190,Concho Elementary District (4160),AZ,43,129,,,1
0402220,Congress Elementary District (4479),AZ,43,122,,,1
0402250,Continental Elementary District (4416),AZ,41,643,,,1
0402320,Coolidge Unified District (4442),AZ,32,2815,,,1
0402370,Cottonwood-Oak Creek Elementary District (4487),AZ,32,1765,,,1
0402400,Crane Elementary District (4501),AZ,12,5727,,,1
0402430,Creighton Elementary District (4263),AZ,11,4835,,,1
0402460,Crown King Elementary District (4483),AZ,42,9,,,1
0402480,Graham County Special Services (4217),AZ,41,64,,,1
0402490,Double Adobe Elementary District (4179),AZ,43,23,,,1
0402530,Douglas Unified District (4174),AZ,33,3608,,,1
0402600,Duncan Unified District (4228),AZ,43,369,,,1
0402690,Dysart Unified District (4243),AZ,21,23078,,,1
0402740,Mary C O'Brien Accommodation District (4435),AZ,42,198,,,1
0402760,Elfrida Elementary District (4185),AZ,43,126,,,1
0402790,Eloy Elementary District (4448),AZ,42,694,,,1
0402820,Empire Elementary District (4415),AZ,42,,,,1
0402860,Flagstaff Unified District (4192),AZ,13,8595,,,1
0402920,Florence Unified School District (4437),AZ,21,8731,,,1
0403010,Flowing Wells Unified District (4405),AZ,21,5225,,,1
0403040,Fountain Hills Unified District (4247),AZ,21,1072,,,1
0403060,Fowler Elementary District (4273),AZ,11,3645,,,1
0403080,Fredonia-Moccasin Unified District (4195),AZ,43,132,,,1
0403150,Fort Huachuca Accommodation District (4167),AZ,13,774,,,1
0403200,Fort Thomas Unified District (4221),AZ,43,638,,,1
0403240,Gadsden Elementary District (4505),AZ,32,5196,,,1
0403290,Ganado Unified School District (4157),AZ,43,980,,,1
0403310,Gila Bend Unified District (4238),AZ,43,481,,,1
0403400,Gilbert Unified District (4239),AZ,11,31560,,,1
0403420,Glendale Elementary District (4271),AZ,21,8580,,,1
0403450,Glendale Union High School District (4285),AZ,11,16092,,,1
0403500,Globe Unified District (4208),AZ,33,1644,,,1
0403550,Grand Canyon Unified District (4194),AZ,43,258,,,1
0403660,Hackberry School District (4371),AZ,43,40,,,1
0403730,Hayden-Winkelman Unified District (4212),AZ,43,306,,,1
0403780,Higley Unified School District (4248),AZ,11,12387,,,1
0403820,Holbrook Unified District (4389),AZ,43,1806,,,1
0403860,Maricopa County Regional School District (4234),AZ,11,,,,1
0403870,Humboldt Unified District (4469),AZ,13,5159,,,1
0403900,Hyder Elementary District (4502),AZ,43,88,,,1
0403950,Baboquivari Unified School District #40 (4412),AZ,43,1018,,,1
0403960,Isaac Elementary District (4259),AZ,11,4929,,,1
0403990,J O Combs Unified School District (4445),AZ,21,3934,,,1
0404010,Joseph City Unified District (4388),AZ,43,415,,,1
0404060,Kayenta Unified School District #27 (4396),AZ,43,1544,,,1
0404170,Kirkland Elementary District (4480),AZ,42,66,,,1
0404200,Klondyke Elementary District (4223),AZ,33,,,,1
0404230,Kyrene Elementary District (4267),AZ,11,13313,,,1
0404280,Lake Havasu Unified District (4368),AZ,13,5228,,,1
0404290,Laveen Elementary District (4276),AZ,11,8111,,,1
0404320,Liberty Elementary District (4266),AZ,21,4547,,,1
0404380,Litchfield Elementary District (4281),AZ,21,10755,,,1
0404410,Littlefield Unified District (4374),AZ,42,324,,,1
0404440,Littleton Elementary District (4278),AZ,21,6206,,,1
0404500,Madison Elementary District (4270),AZ,11,5864,,,1
0404530,Maine Consolidated School District (4199),AZ,42,134,,,1
